"","datetime","city","country","shape"
"87967",2020-09-05,"newtown","us","unknown"
"69898",2020-07-05,"niantic","us","unknown"
"61201",2019-07-11,"nicholasville","us","unknown"
"11598",2020-11-18,"nichols","us","unknown"
"3599",2020-10-20,"nicholson","us","unknown"
"83220",2020-09-15,"nicholson","us","unknown"
"72832",2020-08-12,"niland","us","unknown"
"38985",2020-03-06,"niles","us","unknown"
"10565",2020-11-15,"nisga&#39a highway (canada)","","unknown"
"6959",2020-10-04,"no.hollywood","","unknown"
"144",2020-10-10,"nobel (canada)","ca","unknown"
"54029",2020-06-14,"noblesville","us","unknown"
"31784",2020-02-25,"noida (india)","","unknown"
"28606",2020-02-11,"nokomis","us","unknown"
"4430",2020-10-23,"nolensville","us","unknown"
"13013",2019-11-21,"norcross","us","unknown"
"37824",2019-03-29,"norfolk","us","unknown"
"89047",2020-09-09,"norfolk","us","unknown"
"41640",2020-04-17,"norfork","","unknown"
"2402",2020-10-15,"norman","us","unknown"
"26653",2020-01-29,"norman","us","unknown"
"81812",2020-09-01,"norman","us","unknown"
"88366",2019-09-07,"norman","us","unknown"
"14561",2020-11-26,"normantown","us","unknown"
"62930",2019-07-15,"nort sutton (resort area near)","","unknown"
"3304",2020-10-19,"north adams","us","unknown"
"58611",2019-06-30,"north atlanticocean","","unknown"
"69187",2020-07-04,"north bend","us","unknown"
"74502",2020-08-16,"north bend","us","unknown"
"82009",2020-09-12,"north bend","us","unknown"
"72750",2020-08-12,"north bergen","us","unknown"
"32306",2020-02-28,"north berwick","us","unknown"
"64086",2019-07-17,"north bowers beach","","unknown"
"17366",2020-01-17,"north charleston","us","unknown"
"80258",2019-08-08,"north charleston","us","unknown"
"8961",2019-11-01,"north dade county","","unknown"
"67412",2019-07-29,"north delta municipality&#44 b.c. (canada)","","unknown"
"19039",2020-12-11,"north east","us","unknown"
"67875",2020-07-30,"north east","us","unknown"
"74268",2020-08-15,"north east","us","unknown"
"17065",2020-01-16,"north falmouth","us","unknown"
"88314",2020-09-06,"north falmouth","us","unknown"
"61867",2020-07-01,"north grosvenordale","","unknown"
"87417",2020-09-30,"north harringay (uk/england)","","unknown"
"31533",2019-02-24,"north houston","us","unknown"
"78354",2020-08-30,"north hreo","","unknown"
"38146",2020-03-30,"north kingstown","us","unknown"
"14411",2020-11-25,"north las vegas","us","unknown"
"38625",2020-03-04,"north little rock","us","unknown"
"1536",2020-10-13,"north myrtle beach","us","unknown"
"4364",2020-10-22,"north myrtle beach","us","unknown"
"26608",2020-12-09,"north myrtle beach","","unknown"
"72833",2020-08-12,"north myrtle beach","us","unknown"
"81023",2020-09-10,"north myrtle beach","us","unknown"
"82401",2020-09-13,"north myrtle beach","us","unknown"
"84601",2020-09-20,"north myrtle beach","us","unknown"
"29496",2020-02-14,"north ogden","us","unknown"
"71885",2020-08-11,"north ogden","us","unknown"
"55020",2020-06-15,"north phoenix","","unknown"
"19624",2020-12-12,"north pole","us","unknown"
"48163",2019-05-20,"north pole","us","unknown"
"61609",2019-07-01,"north pole","us","unknown"
"20535",2020-12-16,"north port","us","unknown"
"24500",2020-12-03,"north port","us","unknown"
"19976",2020-12-13,"north providence","us","unknown"
"80600",2020-08-09,"north reading","us","unknown"
"44165",2020-04-29,"north ridgeville","us","unknown"
"16863",2020-01-15,"north sutton","us","unknown"
"28539",2020-02-10,"north tewksbury","us","unknown"
"16220",2020-11-04,"north topsail beach","us","unknown"
"84983",2020-09-02,"north vancouver (canada)","ca","unknown"
"77300",2020-08-25,"north woodmere","us","unknown"
"12591",2020-01-01,"northampton","us","unknown"
"10415",2019-11-15,"northampton (uk/england)","gb","unknown"
"15959",2020-01-14,"northampton (uk/england)","gb","unknown"
"16092",2020-11-04,"northbrook","us","unknown"
"51533",2020-05-09,"northern high prairie (canada)","","unknown"
"40625",2020-04-13,"northfield","us","unknown"
"62203",2020-07-12,"northfield","us","unknown"
"6504",2020-10-31,"northridge","us","unknown"
"20782",2020-12-17,"norton","us","unknown"
"18969",2020-12-11,"norwalk","us","unknown"
"54821",2020-06-15,"norwalk","us","unknown"
"85080",2020-09-02,"norwalk","us","unknown"
"63400",2019-07-15,"norway","","unknown"
"39870",2020-04-11,"norwich (uk/england)","gb","unknown"
"50206",2020-05-30,"nottingham","us","unknown"
"50207",2020-05-30,"nottingham","us","unknown"
"40759",2020-04-14,"nottingham (uk/england)","gb","unknown"
"60278",2020-06-07,"nottingham (uk/england)","gb","unknown"
"27220",2019-01-04,"noxen","us","unknown"
"75559",2020-08-20,"noxon","us","unknown"
"41422",2020-04-16,"nye county (central)","","unknown"
"20433",2020-12-15,"o&#39fallon","us","unknown"
"30200",2020-02-17,"o&#39fallon","us","unknown"
"4171",2019-10-22,"oak creek","us","unknown"
"846",2020-10-01,"oak forest","us","unknown"
"71114",2020-07-09,"oak forest","us","unknown"
"38353",2019-03-03,"oak grove","us","unknown"
"68958",2020-07-04,"oak grove","us","unknown"
"19110",2020-12-11,"oak harbor","us","unknown"
"42039",2020-04-19,"oak harbor","us","unknown"
"52371",2019-06-01,"oak harbor","us","unknown"
"61888",2020-07-01,"oak harbor","us","unknown"
"72693",2020-08-12,"oak harbor","us","unknown"
"30728",2020-02-20,"oak hill","us","unknown"
"41465",2020-04-16,"oak hill","us","unknown"
"52093",2020-06-11,"oak island","us","unknown"
"51115",2020-05-06,"oak lawn","us","unknown"
"73056",2020-08-13,"oak lawn","us","unknown"
"80964",2020-09-10,"oak lawn","us","unknown"
"33181",2020-02-07,"oak park","us","unknown"
"70435",2019-07-07,"oak park","us","unknown"
"5703",2020-10-28,"oak ridge","us","unknown"
"30923",2020-02-21,"oakland","us","unknown"
"45853",2020-05-10,"oakland","us","unknown"
"51281",2020-05-07,"oakland","us","unknown"
"72679",2020-08-12,"oakland","us","unknown"
"24581",2020-01-23,"oakland park","us","unknown"
"43873",2020-04-27,"oakley","us","unknown"
"53624",2019-06-13,"oakmont","us","unknown"
"13473",2020-11-02,"oakville","us","unknown"
"35453",2020-03-16,"oakville","us","unknown"
"63963",2020-07-16,"oakville","us","unknown"
"45406",2020-04-08,"oakville (canada)","ca","unknown"
"5901",2020-10-29,"oberlin","us","unknown"
"7298",2020-10-05,"ocala","us","unknown"
"58738",2019-06-30,"ocala","us","unknown"
"75708",2020-08-20,"ocala","us","unknown"
"28633",2020-02-11,"ocalawaha","","unknown"
"60051",2020-06-06,"ocean city","us","unknown"
"87993",2020-09-05,"ocean city","us","unknown"
"57659",2020-06-25,"ocean isle","","unknown"
"6751",2020-10-03,"oceanside","us","unknown"
"62208",2020-07-12,"oceanside","us","unknown"
"11117",2020-11-16,"oconomowoc","us","unknown"
"78922",2020-08-03,"oconto falls","us","unknown"
"39806",2020-04-10,"odessa","us","unknown"
"76619",2020-08-23,"odessa","us","unknown"
"86750",2020-09-28,"odessa","us","unknown"
"38422",2020-03-03,"oglala","us","unknown"
"8985",2019-11-01,"oil city","us","unknown"
"4321",2020-10-22,"ojai","us","unknown"
"16305",2019-01-15,"ojai","us","unknown"
"37615",2020-03-27,"ojai","us","unknown"
"25886",2020-01-27,"ojibwa/exeland","","unknown"
"74255",2020-08-15,"okanogan","us","unknown"
"42702",2020-04-02,"okarche","us","unknown"
"35283",2020-03-15,"okeechobee","us","unknown"
"52406",2019-06-01,"okinawa","","unknown"
"7848",2020-10-08,"oklahoma city","us","unknown"
"45996",2020-05-11,"oklahoma city","us","unknown"
"56869",2020-06-22,"oklahoma city","us","unknown"
"63459",2020-07-15,"oklahoma city","us","unknown"
"64509",2020-07-18,"oklahoma city","us","unknown"
"74714",2020-08-17,"oklahoma city","us","unknown"
"80900",2020-09-10,"oklahoma city","us","unknown"
"35881",2020-03-18,"olalla","us","unknown"
"5319",2020-10-26,"olathe","us","unknown"
"53254",2020-06-01,"olathe","us","unknown"
"87649",2020-09-03,"olathe","us","unknown"
"48174",2019-05-20,"old appleton","","unknown"
"13737",2020-11-22,"old eddyville","","unknown"
"56564",2019-06-02,"old faithful","","unknown"
"88244",2020-09-06,"olin","us","unknown"
"64974",2020-07-20,"olivet","us","unknown"
"15571",2020-11-03,"olympia","us","unknown"
"17678",2019-01-18,"olympia","us","unknown"
"62434",2020-07-13,"olympia","us","unknown"
"72998",2020-08-13,"olympia","us","unknown"
"74064",2020-08-15,"olympia","us","unknown"
"75830",2020-08-21,"olympia","us","unknown"
"75852",2020-08-21,"olympia","us","unknown"
"76615",2020-08-23,"olympia","us","unknown"
"2676",2020-10-16,"omaha","us","unknown"
"11490",2020-11-18,"omaha","us","unknown"
"15214",2020-11-29,"omaha","us","unknown"
"23086",2020-12-26,"omaha","us","unknown"
"50257",2020-05-31,"omaha","us","unknown"
"75644",2020-08-20,"omaha","us","unknown"
"79307",2020-08-04,"omaha","us","unknown"
"81019",2020-09-10,"omaha","us","unknown"
"81622",2020-09-01,"omaha","us","unknown"
"87495",2020-09-03,"omaha","us","unknown"
"9813",2020-11-12,"omro","us","unknown"
"56809",2020-06-22,"onalaska","us","unknown"
"29204",2020-02-13,"oneonta","us","unknown"
"31408",2020-02-23,"oneonta","us","unknown"
"4099",2020-10-02,"orange","us","unknown"
"6549",2020-10-31,"orange","us","unknown"
"45714",2020-04-09,"orange","us","unknown"
"47850",2020-05-18,"orange county","us","unknown"
"24666",2019-01-24,"orange park (outside jacksonville)","us","unknown"
"52316",2019-06-01,"orangevale","us","unknown"
"56645",2020-06-02,"orangevale","us","unknown"
"1382",2020-10-13,"orangeville","us","unknown"
"895",2020-10-01,"orchard park","us","unknown"
"70315",2020-07-06,"orchard park","us","unknown"
"36954",2020-03-23,"oregon","us","unknown"
"69978",2020-07-05,"oregon","us","unknown"
"1573",2020-10-13,"oregon city","us","unknown"
"27397",2020-01-04,"oregon city","us","unknown"
"83377",2020-09-16,"orem","us","unknown"
"67517",2020-07-29,"orillia (canada)","ca","unknown"
"52076",2020-06-11,"orinda","us","unknown"
"87273",2020-09-30,"orland hills","us","unknown"
"6463",2020-10-31,"orland park","us","unknown"
"6118",2020-10-30,"orlando","us","unknown"
"18405",2020-01-19,"orlando","us","unknown"
"21126",2020-12-19,"orlando","us","unknown"
"21582",2020-12-21,"orlando","","unknown"
"23468",2020-12-28,"orlando","us","unknown"
"25826",2020-01-27,"orlando","us","unknown"
"28073",2020-01-08,"orlando","us","unknown"
"34210",2020-03-01,"orlando","us","unknown"
"37403",2020-03-26,"orlando","us","unknown"
"37868",2020-03-29,"orlando","us","unknown"
"40786",2020-04-14,"orlando","us","unknown"
"42098",2020-04-19,"orlando","us","unknown"
"48279",2020-05-20,"orlando","us","unknown"
"48465",2020-05-21,"orlando","us","unknown"
"76691",2020-08-23,"orlando","us","unknown"
"20285",2019-12-15,"orlando (disney world resort)","us","unknown"
"23702",2020-12-30,"orlando (outside)","us","unknown"
"33972",2020-03-11,"ormond beach","us","unknown"
"38024",2020-03-30,"orofino (16 miles east of)","us","unknown"
"71840",2020-08-11,"orr&#39s island","","unknown"
"84216",2020-09-19,"orwell","us","unknown"
"43525",2019-04-26,"oshawa (canada)","ca","unknown"
"5417",2020-10-27,"oslo (norway)","","unknown"
"61429",2019-07-01,"osmond (near; on a farm)","us","unknown"
"47397",2020-05-15,"osprey","us","unknown"
"57494",2019-06-25,"ossining","us","unknown"
"7004",2020-10-04,"otis","us","unknown"
"32367",2020-02-29,"otis","us","unknown"
"57784",2020-06-26,"otis/lincoln city","","unknown"
"58652",2019-06-30,"otisville (near)","us","unknown"
"47502",2020-05-16,"ottawa","us","unknown"
"63055",2019-07-15,"ottawa","us","unknown"
"31032",2020-02-02,"ottawa (canada)","ca","unknown"
"70225",2020-07-06,"ottawa (canada)","ca","unknown"
"82231",2020-09-13,"ottawa (canada)","ca","unknown"
"49613",2020-05-27,"ottway","","unknown"
"9660",2020-11-12,"ougtved (denmark)","","unknown"
"13672",2020-11-22,"overland park","us","unknown"
"20431",2020-12-15,"overland park","us","unknown"
"41536",2020-04-16,"overland park","us","unknown"
"52408",2019-06-01,"ovid","us","unknown"
"35143",2020-03-15,"owaneco","us","unknown"
"64168",2020-07-17,"owasso","us","unknown"
"78360",2020-08-30,"owatonna","us","unknown"
"72802",2020-08-12,"owensboro","us","unknown"
"14904",2020-11-28,"owensville","us","unknown"
"65689",2019-07-22,"owings mills","us","unknown"
"84606",2020-09-20,"owings mills","us","unknown"
"81961",2020-09-12,"oxford","us","unknown"
"44823",2020-04-05,"oxford (uk/england)","gb","unknown"
"80207",2019-08-08,"oxford (uk/england)","gb","unknown"
"85981",2019-09-25,"oxford (uk/england)","gb","unknown"
"10715",2020-11-15,"oxon hill","us","unknown"
"35666",2020-03-17,"ozark","us","unknown"
"57891",2020-06-26,"ozark","us","unknown"
"46071",2020-05-11,"pacheco pass/hwy 152","","unknown"
"37739",2020-03-28,"pacific","us","unknown"
"62934",2019-07-15,"pacific coast highway","","unknown"
"19604",2019-12-12,"pacific ocean ((??)) (puerto rico)","","unknown"
"59245",2020-06-30,"pacific ocean (near california coast)","","unknown"
"82712",2019-09-15,"pacific ocean (western)","","unknown"
"28316",2020-01-09,"paducah","us","unknown"
"31343",2019-02-23,"paducah","us","unknown"
"62781",2020-07-14,"pahrump","us","unknown"
"82598",2020-09-14,"pahrump","us","unknown"
"70842",2020-07-08,"paint lick","us","unknown"
"53355",2020-06-01,"paint rock","us","unknown"
"5832",2020-10-29,"palatine","us","unknown"
"33311",2020-02-08,"palatine","us","unknown"
"22120",2020-12-22,"palestine/elkhart","","unknown"
"28639",2020-02-11,"palm bay","us","unknown"
"43741",2020-04-27,"palm beach","us","unknown"
"85602",2020-09-23,"palm beach gardens","us","unknown"
"42463",2020-04-21,"palm coast","us","unknown"
"42464",2020-04-21,"palm coast","us","unknown"
"65270",2020-07-21,"palm desert","us","unknown"
"2945",2020-10-17,"palm harbor","us","unknown"
"61081",2020-07-10,"palm springs","us","unknown"
"51243",2020-05-07,"palmdale","us","unknown"
"71056",2020-07-09,"palmer","us","unknown"
"56860",2020-06-22,"palmersville","us","unknown"
"33107",2020-02-07,"palmetto","us","unknown"
"61770",2020-07-01,"palmyra","us","unknown"
"53390",2020-06-01,"palo","us","unknown"
"11757",2020-11-19,"palo alto","us","unknown"
"46605",2020-05-12,"palo cedro","us","unknown"
"51611",2020-05-09,"palo cedro","us","unknown"
"63402",2020-07-15,"palos hills","us","unknown"
"1675",2020-10-14,"palos verdes estates","us","unknown"
"29325",2019-02-14,"panajachel (near) (guatamala)","","unknown"
"81231",2020-09-11,"panama (panama)","","unknown"
"33296",2020-02-08,"panama city","us","unknown"
"82737",2019-09-15,"panama city","us","unknown"
"83735",2019-09-18,"panama city","us","unknown"
"39398",2020-03-08,"panama city beach","us","unknown"
"48597",2020-05-02,"panama city beach","us","unknown"
"62154",2020-07-12,"panama city beach","us","unknown"
"15759",2020-11-03,"panhandle","us","unknown"
"75318",2020-08-19,"panoche","us","unknown"
"33491",2020-02-09,"paola","us","unknown"
"82529",2020-09-14,"papakura (new zealand)","","unknown"
"2819",2020-10-17,"paphos (cyprus)","","unknown"
"57145",2020-06-23,"papillion","us","unknown"
"8234",2019-01-10,"paradise (just east of; yankee hill)","us","unknown"
"43990",2020-04-28,"paredes de coura (portugal)","","unknown"
"29970",2020-02-16,"paris","us","unknown"
"42530",2020-04-21,"paris","us","unknown"
"83339",2020-09-16,"parishville","us","unknown"
"41206",2020-04-15,"park city","us","unknown"
"12850",2020-11-20,"parker","us","unknown"
"48614",2020-05-02,"parker","us","unknown"
"60768",2020-06-09,"parker","us","unknown"
"77753",2020-08-27,"parkersburg","us","unknown"
"33158",2020-02-07,"parkesburg","us","unknown"
"72332",2020-08-01,"parkside","us","unknown"
"25787",2020-01-27,"parksville (canada)","ca","unknown"
"40903",2020-04-14,"parkville","us","unknown"
"51747",2020-06-10,"parlin","us","unknown"
"57765",2019-06-26,"parma","us","unknown"
"70732",2020-07-07,"parma","us","unknown"
"75698",2020-08-20,"parrish","us","unknown"
"59166",2020-06-30,"parsons","us","unknown"
"65313",2020-07-21,"parsons","us","unknown"
"5585",2020-10-28,"pasadena","us","unknown"
"10380",2019-11-15,"pasadena","us","unknown"
"18916",2020-12-10,"pasadena","us","unknown"
"33215",2020-02-07,"pasadena","us","unknown"
"43030",2020-04-23,"pasadena","us","unknown"
"58236",2020-06-28,"pasadena","us","unknown"
"83354",2020-09-16,"pasadena","us","unknown"
"6183",2020-10-30,"pasco","us","unknown"
"30723",2020-02-20,"pasco","us","unknown"
"61385",2020-07-11,"pasco","us","unknown"
"68112",2020-07-31,"pasco","us","unknown"
"85903",2020-09-24,"pasco","us","unknown"
"65522",2020-07-02,"paso robles","us","unknown"
"21763",2020-12-02,"pataskala","us","unknown"
"32050",2020-02-27,"patoka","us","unknown"
"57943",2020-06-26,"patrick county","","unknown"
"14360",2020-11-25,"pauls valley/maysville (between; highway 19)","","unknown"
"18729",2019-12-10,"pauncetony","","unknown"
"72931",2019-08-13,"paw paw","us","unknown"
"54980",2020-06-15,"pawleys island","us","unknown"
"52548",2019-06-01,"paxton","us","unknown"
"69188",2020-07-04,"paxton","us","unknown"
"46089",2020-05-11,"payette","us","unknown"
"40383",2020-04-12,"payson","us","unknown"
"19390",2020-01-21,"pe ell","us","unknown"
"46081",2020-05-11,"peach springs","us","unknown"
"35346",2020-03-15,"pearl","us","unknown"
"63816",2019-07-16,"pearl harbor","","unknown"
"77135",2019-08-25,"pebble beach","us","unknown"
"76198",2020-08-02,"pecks lake","","unknown"
"21920",2020-01-22,"peekskill","us","unknown"
"82838",2019-09-15,"peekskill","us","unknown"
"74578",2019-08-17,"peireus (greece)","","unknown"
"18948",2020-12-10,"pelee island (lake erie) (canada)","","unknown"
"31185",2020-02-22,"pelion","us","unknown"
"50455",2020-05-03,"pell city","us","unknown"
"13828",2020-11-22,"pemberton","us","unknown"
"65305",2020-07-21,"pemberton","us","unknown"
"9237",2020-01-11,"pemberton (western australia)","au","unknown"
"76554",2020-08-22,"pemberton/fort dix","","unknown"
"35762",2020-03-18,"pembroke","us","unknown"
"70511",2020-07-07,"pembroke (canada)","ca","unknown"
