"","datetime","city","country","shape"
"67811",2020-07-30,"marietta","us","unknown"
"86676",2020-09-28,"marin county","","unknown"
"57356",2020-06-24,"marina aylmer (canada)","","unknown"
"25027",2019-12-05,"marina del rey/los angeles","","unknown"
"15110",2020-11-29,"marion","us","unknown"
"27036",2020-01-03,"marion","us","unknown"
"27037",2020-01-03,"marion","us","unknown"
"33480",2020-02-09,"marion","us","unknown"
"40460",2020-04-12,"marion","us","unknown"
"43025",2020-04-23,"marion","us","unknown"
"50797",2020-05-05,"marion","us","unknown"
"60597",2020-06-08,"marion","us","unknown"
"76368",2020-08-22,"marion","us","unknown"
"86077",2020-09-25,"marion","us","unknown"
"54211",2019-06-15,"mariposa","us","unknown"
"34136",2020-03-01,"marked tree","us","unknown"
"31919",2020-02-26,"marlboro","us","unknown"
"48145",2019-05-20,"marlette","us","unknown"
"82234",2020-09-13,"marlton","us","unknown"
"45530",2019-04-09,"marmora","us","unknown"
"67780",2020-07-30,"marshfield","us","unknown"
"85291",2020-09-22,"marsing","us","unknown"
"86053",2020-09-25,"marstons mills","us","unknown"
"3106",2020-10-18,"martinez","us","unknown"
"8110",2020-10-09,"martinsburg","us","unknown"
"56845",2020-06-22,"martinsburg","us","unknown"
"76370",2020-08-22,"martinsville","us","unknown"
"29271",2020-02-13,"maryland heights","us","unknown"
"9471",2020-01-11,"marysville","us","unknown"
"61597",2019-07-01,"marysville","us","unknown"
"72984",2020-08-13,"marysville","us","unknown"
"74289",2020-08-15,"maryville","us","unknown"
"86374",2020-09-26,"mascotte","us","unknown"
"40101",2019-04-01,"mason","us","unknown"
"49233",2020-05-25,"mason city","us","unknown"
"41315",2019-04-16,"mason city (south of)","us","unknown"
"7844",2020-10-08,"massapequa","us","unknown"
"5175",2020-10-26,"maud","us","unknown"
"54975",2020-06-15,"maui","","unknown"
"48414",2020-05-21,"maxville (canada)","ca","unknown"
"67277",2020-07-28,"mayer","us","unknown"
"71442",2020-08-10,"mayfield heights","us","unknown"
"83365",2020-09-16,"maypearl","us","unknown"
"83367",2020-09-16,"maypearl","us","unknown"
"36039",2020-03-19,"mays landing","us","unknown"
"62424",2020-07-13,"maywood","us","unknown"
"87152",2019-09-30,"mcalpin","us","unknown"
"79692",2020-08-06,"mccall","us","unknown"
"18811",2020-12-10,"mccloud","us","unknown"
"42666",2020-04-02,"mccook","us","unknown"
"62312",2019-07-13,"mccook lake","us","unknown"
"25821",2020-12-07,"mcdermott","","unknown"
"77356",2020-08-25,"mcewen","us","unknown"
"73406",2020-08-14,"mcfarland","us","unknown"
"43048",2020-04-23,"mchenry","us","unknown"
"48473",2020-05-21,"mchenry","us","unknown"
"73171",2020-08-13,"mchenry","us","unknown"
"71835",2020-08-11,"mchenry city","","unknown"
"23324",2020-12-28,"mckean county","us","unknown"
"17818",2020-11-08,"mckees rocks","us","unknown"
"27851",2020-01-07,"mckinleyville","us","unknown"
"34171",2020-03-01,"mckinney","us","unknown"
"58470",2020-06-29,"mckinney","us","unknown"
"63243",2019-07-15,"mckinney","us","unknown"
"66777",2020-07-26,"mckinney","us","unknown"
"21707",2019-12-02,"mclean","us","unknown"
"23682",2019-12-30,"mcminnville","us","unknown"
"25669",2020-12-06,"mcminnville","us","unknown"
"27358",2020-01-04,"mcminnville","us","unknown"
"47747",2020-05-17,"mcminnville","us","unknown"
"56515",2020-06-21,"mcminnville","us","unknown"
"80823",2020-09-10,"mcminnville","us","unknown"
"60422",2020-06-07,"mcpherson","us","unknown"
"53981",2020-06-14,"meadville","us","unknown"
"10988",2020-11-16,"mebane","us","unknown"
"55468",2020-06-17,"mebane","us","unknown"
"60141",2020-06-06,"mebane","us","unknown"
"43411",2020-04-25,"mecca","us","unknown"
"20861",2019-12-18,"mechanicsburg","us","unknown"
"27136",2020-01-03,"mechanicsburg","us","unknown"
"6232",2020-10-30,"mechanicsville","us","unknown"
"1878",2019-10-15,"mechra bel ksire (morocco)","","unknown"
"4506",2020-10-23,"medford","us","unknown"
"14596",2020-11-26,"medford","us","unknown"
"24065",2020-12-31,"medford","us","unknown"
"28344",2020-01-09,"medford","us","unknown"
"32431",2020-02-03,"medford","us","unknown"
"34007",2019-03-01,"medford","us","unknown"
"88182",2020-09-06,"medina","us","unknown"
"63043",2019-07-15,"mediterranean sea","","unknown"
"14675",2020-11-27,"medley","us","unknown"
"82680",2019-09-15,"meeting lake (canada)","","unknown"
"40087",2019-04-01,"megargel","us","unknown"
"37722",2020-03-28,"melbourne","us","unknown"
"28818",2020-02-01,"melbourne (australia)","au","unknown"
"71096",2020-07-09,"melbourne (vic&#44 australia)","au","unknown"
"79467",2020-08-05,"melbourne (vic&#44 australia)","au","unknown"
"47428",2020-05-15,"meldrim (closest municipality)","us","unknown"
"78466",2020-08-30,"melrose park","us","unknown"
"27101",2020-01-03,"melvern","us","unknown"
"2973",2019-10-18,"memphis","us","unknown"
"3004",2020-10-18,"memphis","us","unknown"
"5041",2020-10-25,"memphis","us","unknown"
"5611",2020-10-28,"memphis","us","unknown"
"20675",2020-12-16,"memphis","us","unknown"
"22498",2020-12-24,"memphis","us","unknown"
"50552",2019-05-04,"memphis","us","unknown"
"65959",2020-07-23,"memphis (near)","us","unknown"
"61126",2020-07-10,"menands","us","unknown"
"59675",2020-06-04,"menasha","us","unknown"
"20140",2020-12-14,"mendon","us","unknown"
"34045",2019-03-01,"menifee","us","unknown"
"65288",2020-07-21,"mentor","us","unknown"
"82727",2019-09-15,"merced","us","unknown"
"86961",2020-09-29,"mercer county","us","unknown"
"8891",2020-11-11,"mercer island","us","unknown"
"30161",2020-02-17,"mercer island","us","unknown"
"68961",2020-07-04,"mercer island","us","unknown"
"87329",2020-09-30,"mercersburg","us","unknown"
"72701",2020-08-12,"meredith","us","unknown"
"21347",2019-12-20,"meriden","us","unknown"
"30551",2019-02-20,"meriden","us","unknown"
"52467",2019-06-01,"meriden","us","unknown"
"74411",2020-08-16,"meriden","us","unknown"
"36842",2020-03-22,"meridian","us","unknown"
"32870",2020-02-05,"merrimack","us","unknown"
"54497",2019-06-15,"merritt (near; rural) (canada)","ca","unknown"
"18267",2020-11-09,"mesa","us","unknown"
"22665",2020-12-24,"mesa","us","unknown"
"24684",2020-01-24,"mesa","us","unknown"
"27977",2020-01-07,"mesa","us","unknown"
"38281",2020-03-31,"mesa","us","unknown"
"41581",2020-04-17,"mesa","us","unknown"
"45838",2020-05-10,"mesa","us","unknown"
"57293",2020-06-24,"mesa","us","unknown"
"61678",2019-07-01,"mesa","us","unknown"
"81235",2020-09-11,"mesa","us","unknown"
"35529",2020-03-16,"mesa/tempe","","unknown"
"2854",2020-10-17,"mesquite","us","unknown"
"21576",2020-12-21,"mesquite","us","unknown"
"26237",2020-01-28,"mesquite","us","unknown"
"39315",2020-03-08,"mesquite","us","unknown"
"47554",2020-05-16,"mesquite","us","unknown"
"13615",2019-11-22,"messina (south africa)","","unknown"
"4061",2020-10-02,"metairie","us","unknown"
"66450",2020-07-25,"meteor crater","","unknown"
"72900",2019-08-13,"methuen","us","unknown"
"22624",2020-12-24,"metro detroit","","unknown"
"81523",2019-09-01,"mexico","us","unknown"
"13906",2020-11-23,"mexico (coastal waters&#44 west)","","unknown"
"42296",2020-04-20,"mexico (unknown)","","unknown"
"3040",2020-10-18,"miama","","unknown"
"727",2019-10-01,"miami","us","unknown"
"5266",2020-10-26,"miami","us","unknown"
"5522",2019-10-28,"miami","us","unknown"
"11102",2020-11-16,"miami","us","unknown"
"11277",2020-11-17,"miami","us","unknown"
"12471",2020-01-01,"miami","us","unknown"
"13493",2020-11-02,"miami","us","unknown"
"13494",2020-11-02,"miami","us","unknown"
"17177",2020-11-06,"miami","us","unknown"
"19622",2020-12-12,"miami","us","unknown"
"29474",2020-02-14,"miami","us","unknown"
"29696",2020-02-15,"miami","us","unknown"
"30871",2020-02-21,"miami","us","unknown"
"44396",2020-04-30,"miami","us","unknown"
"44553",2020-04-03,"miami","us","unknown"
"44846",2020-04-05,"miami","us","unknown"
"62480",2020-07-13,"miami","us","unknown"
"66306",2020-07-24,"miami","us","unknown"
"85690",2020-09-23,"miami","us","unknown"
"15395",2020-11-30,"miami (kendall)","us","unknown"
"38385",2020-03-03,"miami beach","us","unknown"
"81290",2020-09-11,"miami beach","us","unknown"
"84578",2020-09-20,"micco","us","unknown"
"54368",2019-06-15,"michigan","","unknown"
"28959",2020-02-01,"middleburg","us","unknown"
"47648",2020-05-17,"middlesborough (uk/england)","gb","unknown"
"56479",2020-06-21,"middlesbrough (uk/england)","gb","unknown"
"78155",2020-08-29,"middlesbrough (uk/england)","gb","unknown"
"2522",2019-10-16,"middletown","us","unknown"
"15797",2020-11-03,"middletown","us","unknown"
"44849",2020-04-05,"middletown","us","unknown"
"66819",2020-07-26,"middletown","us","unknown"
"87829",2020-09-04,"middletown","us","unknown"
"63674",2020-07-15,"middletown / townsend or cecilton / warwick&#44 maryland","","unknown"
"78889",2019-08-03,"midland","us","unknown"
"47103",2019-05-15,"midwest city","us","unknown"
"25806",2020-12-07,"midwest u. s.","","unknown"
"62397",2020-07-13,"mile marker 120 (approx.)","","unknown"
"2244",2020-10-15,"milford","us","unknown"
"12058",2019-01-01,"milford","us","unknown"
"26965",2020-01-31,"milford","us","unknown"
"58200",2020-06-28,"milford","us","unknown"
"60159",2020-06-06,"milford","us","unknown"
"60191",2020-06-06,"milford","us","unknown"
"62373",2020-07-13,"milford","us","unknown"
"71924",2020-08-11,"milford","us","unknown"
"35006",2019-03-15,"millers falls","us","unknown"
"84213",2020-09-19,"millersvill","","unknown"
"11888",2020-11-19,"millersville","us","unknown"
"30038",2020-02-16,"millersville","us","unknown"
"33289",2020-02-08,"millican","us","unknown"
"10727",2020-11-15,"millis","us","unknown"
"67833",2020-07-30,"millsboro","us","unknown"
"61071",2020-07-10,"millville","us","unknown"
"31979",2020-02-26,"milpitas","us","unknown"
"84693",2020-09-21,"milpitas","us","unknown"
"37559",2020-03-27,"milton","us","unknown"
"38608",2020-03-04,"milton","us","unknown"
"70712",2020-07-07,"milton","us","unknown"
"85278",2020-09-22,"milton","us","unknown"
"15805",2020-11-03,"milton (canada)","ca","unknown"
"66177",2020-07-24,"milton (north of) (canada)","ca","unknown"
"3095",2020-10-18,"milwaukee","us","unknown"
"3951",2020-10-21,"milwaukee","us","unknown"
"19796",2020-12-12,"milwaukee","us","unknown"
"60299",2020-06-07,"milwaukee","us","unknown"
"66357",2019-07-25,"milwaukee","us","unknown"
"78233",2020-08-29,"milwaukee","us","unknown"
"84608",2020-09-20,"milwaukee","us","unknown"
"88750",2020-09-08,"milwaukee","us","unknown"
"44146",2020-04-29,"minden","us","unknown"
"52118",2019-06-01,"minden","us","unknown"
"57397",2020-06-24,"minden","us","unknown"
"50461",2020-05-03,"mineola","us","unknown"
"77579",2020-08-26,"mineral","us","unknown"
"47075",2019-05-15,"minneapolis","us","unknown"
"58102",2020-06-27,"minneapolis","us","unknown"
"88159",2019-09-06,"minneapolis","us","unknown"
"81796",2020-09-01,"minnedosa (canada)","ca","unknown"
"61167",2020-07-10,"minoa","us","unknown"
"53600",2020-06-12,"minot","us","unknown"
"43249",2020-04-24,"mirabel (canada)","ca","unknown"
"23890",2020-12-31,"mission","us","unknown"
"62015",2020-07-01,"mission","us","unknown"
"59918",2020-06-05,"mississauga (canada)","ca","unknown"
"68061",2020-07-31,"mississauga (canada)","ca","unknown"
"2404",2020-10-15,"missoula","us","unknown"
"14184",2020-11-24,"missoula","us","unknown"
"14578",2020-11-26,"missoula","us","unknown"
"41858",2020-04-18,"missoula","us","unknown"
"55851",2020-06-19,"missoula","us","unknown"
"54106",2019-06-15,"missoula (event at superior)","us","unknown"
"4000",2020-10-02,"mitchelstown (republic of ireland)","","unknown"
"53704",2020-06-13,"mobile","","unknown"
"10367",2019-11-15,"moca (puerto rico)","us","unknown"
"12199",2020-01-01,"mocksville","us","unknown"
"18647",2020-01-20,"modesto","us","unknown"
"43835",2020-04-27,"modesto","us","unknown"
"50001",2020-05-29,"modesto","us","unknown"
"50254",2020-05-31,"modesto","us","unknown"
"56671",2020-06-02,"modesto","us","unknown"
"68246",2020-07-03,"modesto","us","unknown"
"75968",2020-08-21,"modesto","us","unknown"
"85948",2020-09-24,"mokena","us","unknown"
"57501",2019-06-25,"moline","us","unknown"
"48449",2020-05-21,"molly stark st. park (marlboro)","","unknown"
"32872",2020-02-05,"monaca","us","unknown"
"55687",2020-06-18,"monaca","us","unknown"
"11368",2020-11-17,"moncks corner","us","unknown"
"11369",2020-11-17,"moncks corner","us","unknown"
"57398",2020-06-24,"moncton (canada)","ca","unknown"
"55521",2019-06-18,"mondel","us","unknown"
"11317",2020-11-17,"monee","us","unknown"
"22493",2020-12-24,"moneta","us","unknown"
"83329",2020-09-16,"monongahela","us","unknown"
"33536",2020-02-09,"monroe","us","unknown"
"37647",2020-03-27,"monroe","us","unknown"
"51640",2019-06-10,"monroe","us","unknown"
"53991",2020-06-14,"monroe","us","unknown"
"69926",2020-07-05,"monroe","us","unknown"
"77556",2020-08-26,"monroe","us","unknown"
"14265",2019-11-25,"monroe/bastrop","","unknown"
"32775",2020-02-05,"monroeville","us","unknown"
"36208",2020-03-20,"monroeville","us","unknown"
"429",2020-10-11,"monrovia","us","unknown"
"30903",2020-02-21,"monrovia","us","unknown"
"60788",2020-06-09,"monrovia","us","unknown"
"25251",2020-12-05,"montclair","us","unknown"
"32254",2020-02-28,"montego bay (jamaica)","","unknown"
"5568",2020-10-28,"montello","us","unknown"
"26864",2020-01-31,"monterey","us","unknown"
"58078",2020-06-27,"monterey park / los angeles","","unknown"
"6139",2020-10-30,"montgomery","us","unknown"
"7961",2020-10-08,"montgomery","us","unknown"
"25320",2020-12-05,"montgomery","us","unknown"
"26396",2019-01-29,"montgomery","us","unknown"
"29212",2020-02-13,"montgomery","us","unknown"
"60075",2020-06-06,"montgomery","us","unknown"
"72769",2020-08-12,"montgomery","us","unknown"
"48010",2020-05-19,"montgomery (50 miles west of; inflight)","us","unknown"
"47471",2020-05-15,"monticello","us","unknown"
"61579",2019-07-01,"monticello","us","unknown"
"81660",2020-09-01,"monticello","us","unknown"
"87753",2020-09-04,"monticello","us","unknown"
"20264",2019-12-15,"montreal (canada)","ca","unknown"
"21432",2020-12-20,"montreal (canada)","ca","unknown"
"66914",2019-07-27,"montreal (canada)","ca","unknown"
"36664",2020-03-02,"montreal (quebec)(canada)","ca","unknown"
"31619",2020-02-24,"montrose","us","unknown"
"88441",2020-09-07,"montrose","us","unknown"
"212",2020-10-10,"moon township","","unknown"
"30129",2020-02-17,"moorestown","us","unknown"
"3844",2020-10-21,"mooresville","us","unknown"
"62290",2020-07-12,"mooresville","us","unknown"
"84437",2020-09-20,"mooresville","us","unknown"
"41211",2020-04-15,"moravian falls","us","unknown"
"45677",2020-04-09,"moravian falls","us","unknown"
"87560",2020-09-03,"moravian falls","us","unknown"
"86341",2020-09-26,"morde&#44 surrey (uk/england)","","unknown"
"32784",2020-02-05,"morden&#44 surrey (uk/england)","","unknown"
"86556",2020-09-27,"morden&#44 surrey (uk/england)","","unknown"
"13041",2020-11-21,"morehead","us","unknown"
"55866",2020-06-19,"morenci","us","unknown"
"80059",2020-08-07,"moreno valley","us","unknown"
"85043",2020-09-02,"moreno valley","us","unknown"
"33875",2020-03-11,"moreton island (australia)","","unknown"
"84921",2019-09-02,"morgan hill","us","unknown"
"15596",2020-11-03,"morganfield","us","unknown"
"36223",2020-03-20,"morganton","us","unknown"
"37965",2020-03-29,"morganton","us","unknown"
"9259",2020-11-01,"morgantown","us","unknown"
"15997",2020-11-04,"morgantown","us","unknown"
"40584",2020-04-13,"morgantown","us","unknown"
"54389",2019-06-15,"morocco","","unknown"
"33611",2020-03-10,"morrilton","us","unknown"
"5089",2020-10-25,"morris","us","unknown"
"24940",2020-12-04,"morrison","us","unknown"
"9832",2019-11-13,"morristown","us","unknown"
"26374",2020-01-28,"morristown","us","unknown"
"60917",2019-07-10,"morristown","us","unknown"
"71061",2020-07-09,"morristown","us","unknown"
"9855",2020-11-13,"morrow","us","unknown"
"85581",2020-09-23,"mosj&oslash;en (norway)","","unknown"
"63654",2020-07-15,"motley","us","unknown"
"23544",2020-12-29,"mounds","us","unknown"
"80874",2020-09-10,"mount cobb","us","unknown"
"83043",2020-09-15,"mount gilead","us","unknown"
"11966",2019-01-01,"mount hope","us","unknown"
"62940",2019-07-15,"mount hope","us","unknown"
"68058",2020-07-31,"mount morris","us","unknown"
"25711",2019-12-07,"mount pleasant","us","unknown"
"34757",2020-03-13,"mount pleasant","us","unknown"
"71873",2020-08-11,"mount pleasant","us","unknown"
"79058",2020-08-03,"mount shasta","us","unknown"
"67302",2020-07-28,"mount sterling","us","unknown"
"11075",2020-11-16,"mount vernon","us","unknown"
"25499",2020-12-06,"mount vernon","us","unknown"
"50885",2020-05-05,"mount vernon","us","unknown"
"76235",2020-08-02,"mount vernon","us","unknown"
"57259",2019-06-24,"mount weather (near leesburg)","","unknown"
"36572",2020-03-02,"mountain home","us","unknown"
"46454",2020-05-01,"mountain home","us","unknown"
"55059",2020-06-15,"mountain home","us","unknown"
"58193",2020-06-28,"mountain view","us","unknown"
"18232",2020-11-09,"mt carmel","us","unknown"
"78914",2020-08-03,"mt. baker national forest","","unknown"
"6928",2020-10-04,"mt. bethel/pa-nj border","","unknown"
"47373",2020-05-15,"mt. dora","us","unknown"
"31857",2019-02-26,"mt. holly springs (viewed from)","","unknown"
"54581",2019-06-15,"mt. isa (australia)","","unknown"
"32777",2020-02-05,"mt. juliet","us","unknown"
"2247",2020-10-15,"mt. olive","us","unknown"
"28733",2019-02-01,"mt. palomar","","unknown"
"28568",2020-02-11,"mt. pleasant/texarkana (between&#44  on i30)","","unknown"
"81629",2020-09-01,"mt. rainier nat&#39l park (south side of)","","unknown"
"15089",2019-11-29,"mt. rainier national park","","unknown"
"54328",2019-06-15,"mt. royal","","unknown"
"77966",2020-08-28,"mt. st. helens","","unknown"
"25474",2020-12-06,"muenster (germany)","de","unknown"
"13581",2020-01-12,"mukilteo/everett","","unknown"
"57700",2020-06-25,"mukwonago","us","unknown"
"75335",2020-08-19,"mulberry","us","unknown"
"14396",2020-11-25,"mullingar (ireland)","","unknown"
"61430",2019-07-01,"muncie","us","unknown"
"50315",2020-05-31,"mundelein","us","unknown"
"45301",2020-04-07,"munford","us","unknown"
"2472",2020-10-15,"murfreesboro","us","unknown"
"42536",2020-04-21,"murfreesboro","us","unknown"
"68311",2020-07-03,"murfreesboro","us","unknown"
"68881",2020-07-04,"murfreesboro","us","unknown"
"52981",2019-06-01,"murphuys","","unknown"
"37404",2020-03-26,"murphy","us","unknown"
"65173",2019-07-21,"murphysboro","us","unknown"
"71643",2019-08-11,"murray","us","unknown"
"30635",2020-02-20,"murrells inlet","us","unknown"
"41143",2020-04-15,"murrieta","us","unknown"
"48459",2020-05-21,"murrieta","us","unknown"
"15230",2020-11-29,"murrysville","us","unknown"
"86717",2020-09-28,"muskego","us","unknown"
"40792",2020-04-14,"muskegon","us","unknown"
"51827",2020-06-10,"muskegon","us","unknown"
"28169",2020-01-08,"muskogee","us","unknown"
"48322",2020-05-20,"mussel shoals","","unknown"
"40544",2020-04-13,"mykonos (greece)","","unknown"
"4838",2020-10-24,"myrtle beach","us","unknown"
"15564",2020-01-13,"myrtle beach","us","unknown"
"15687",2020-01-13,"myrtle beach","us","unknown"
"18315",2020-11-09,"myrtle beach","us","unknown"
"25801",2020-12-07,"myrtle beach","us","unknown"
"56315",2020-06-20,"myrtle beach","us","unknown"
"58298",2020-06-28,"myrtle beach","us","unknown"
"68493",2020-07-03,"myrtle beach","us","unknown"
"83063",2020-09-15,"myrtle beach","us","unknown"
"83352",2020-09-16,"myrtle beach","us","unknown"
"86633",2020-09-27,"myrtle beach","us","unknown"
"16963",2020-01-16,"na","","unknown"
"35351",2020-03-15,"naas (kildare) (ireland)","","unknown"
"23374",2020-12-28,"nacogdoches","us","unknown"
"31452",2020-02-23,"nacogdoches","us","unknown"
"48798",2020-05-22,"nags head","us","unknown"
"65864",2019-07-23,"nags head","us","unknown"
"27871",2020-01-07,"nairobi (kenya)","","unknown"
"82940",2019-09-15,"nampa","us","unknown"
"22238",2020-12-23,"nanaimo (canada)","ca","unknown"
"54896",2020-06-15,"nanaimo (canada)","ca","unknown"
"71269",2019-08-10,"nanton (canada)","ca","unknown"
"84523",2020-09-20,"nantucket","us","unknown"
"862",2020-10-01,"napa","us","unknown"
"13916",2020-11-23,"napa","us","unknown"
"38664",2020-03-04,"napa","us","unknown"
"46601",2020-05-12,"napavine (outside of)","us","unknown"
"85447",2020-09-22,"napier (new zealand)","","unknown"
"3735",2020-10-20,"naples","us","unknown"
"20625",2020-12-16,"naples","us","unknown"
"33358",2020-02-08,"naples","us","unknown"
"33587",2019-03-10,"naples","us","unknown"
"49059",2020-05-24,"naples","us","unknown"
"53230",2020-06-01,"naples","us","unknown"
"56269",2020-06-20,"naples","us","unknown"
"76564",2020-08-22,"naples","us","unknown"
"65195",2019-07-21,"napoleon","us","unknown"
"87626",2020-09-03,"narragansett","us","unknown"
"34497",2019-03-13,"nasa shuttle discovery","","unknown"
"3366",2020-10-19,"nashville","us","unknown"
"6204",2020-10-30,"nashville","us","unknown"
"9720",2020-11-12,"nashville","us","unknown"
"12932",2020-11-20,"nashville","us","unknown"
"52162",2019-06-01,"nashville","","unknown"
"60693",2020-06-09,"nashville","us","unknown"
"70652",2020-07-07,"nashville","us","unknown"
"80588",2020-08-09,"nashville","us","unknown"
"85097",2020-09-02,"nashville","us","unknown"
"29793",2020-02-15,"nashville (near)","us","unknown"
"8496",2020-11-10,"nasik (india)","","unknown"
"73044",2020-08-13,"nassau county","us","unknown"
"88919",2020-09-09,"natchez","us","unknown"
"26011",2020-12-07,"natick","us","unknown"
"33900",2020-03-11,"natick","us","unknown"
"58213",2020-06-28,"nation wide","","unknown"
"26122",2020-01-28,"national city","us","unknown"
"27055",2020-01-03,"naugatuck","us","unknown"
"51326",2020-05-07,"naugatuck","us","unknown"
"69725",2020-07-04,"naugatuck","us","unknown"
"13926",2020-11-23,"navajo mountain","us","unknown"
"64427",2020-07-18,"navarre","us","unknown"
"19659",2020-12-12,"navarre beach","","unknown"
"74522",2020-08-16,"nazareth","us","unknown"
"4081",2020-10-02,"neacroft (christchurch) bournemouth (uk/england)","","unknown"
"69279",2020-07-04,"neenah","us","unknown"
"29755",2020-02-15,"neepawa (canada)","ca","unknown"
"13287",2020-01-12,"neillsville","us","unknown"
"526",2019-10-01,"nelchina (near)","us","unknown"
"62616",2019-07-14,"nelson house (canada)","ca","unknown"
"76317",2020-08-02,"nelsonville","us","unknown"
"49358",2019-05-26,"neodesha","us","unknown"
"41008",2019-04-15,"neosho","us","unknown"
"11907",2020-11-19,"nesmith","us","unknown"
"61575",2019-07-01,"netherlands","","unknown"
"39721",2020-04-10,"nevada","us","unknown"
"14114",2020-11-24,"nevada (above; in flight; 37000 ft.)","","unknown"
"64755",2020-07-19,"nevada city","us","unknown"
"61895",2020-07-01,"new albany","us","unknown"
"8640",2020-11-10,"new bedford","us","unknown"
"76796",2020-08-23,"new bedford","us","unknown"
"42317",2020-04-20,"new bern","us","unknown"
"40448",2020-04-12,"new boston","us","unknown"
"36806",2020-03-22,"new brighton","us","unknown"
"29651",2020-02-15,"new canaan","us","unknown"
"58377",2019-06-29,"new carlisle","us","unknown"
"82374",2020-09-13,"new carrollton","us","unknown"
"42077",2020-04-19,"new durham","us","unknown"
"29399",2020-02-14,"new effington","us","unknown"
"45",2019-10-10,"new gloucester","us","unknown"
"80108",2020-08-07,"new hampton","us","unknown"
"5403",2020-10-27,"new hartford","us","unknown"
"1429",2020-10-13,"new haven","us","unknown"
"83646",2020-09-17,"new haven","us","unknown"
"81489",2019-09-01,"new holland (rural)","us","unknown"
"66772",2020-07-26,"new iberia","us","unknown"
"37886",2020-03-29,"new london","us","unknown"
"73340",2020-08-14,"new mexico (location unknown)","","unknown"
"46138",2019-05-01,"new mexico (rural&#44 northern part of)","","unknown"
"49833",2020-05-28,"new milford","us","unknown"
"3228",2020-10-19,"new orleans","us","unknown"
"61452",2019-07-01,"new orleans","us","unknown"
"13833",2020-11-22,"new port richey","us","unknown"
"28704",2020-02-11,"new port richey","us","unknown"
"49991",2020-05-29,"new port richey","us","unknown"
"66235",2020-07-24,"new port richey","us","unknown"
"69616",2020-07-04,"new port richey","us","unknown"
"17480",2020-01-17,"new providence","us","unknown"
"12873",2020-11-20,"new rochelle","us","unknown"
"51880",2020-06-10,"new rochelle","us","unknown"
"70118",2020-07-05,"new sharon","us","unknown"
"48393",2020-05-21,"new smyrna beach","us","unknown"
"55907",2020-06-19,"new smyrna beach","us","unknown"
"5911",2020-10-29,"new vienna","us","unknown"
"15481",2019-01-13,"new washington","us","unknown"
"33609",2020-03-10,"new washington","us","unknown"
"51244",2020-05-07,"new washington","us","unknown"
"49324",2020-05-25,"new westminster (canada)","ca","unknown"
"8097",2020-10-09,"new york city","us","unknown"
"22491",2020-12-24,"new york city","us","unknown"
"27540",2020-01-05,"new york city","us","unknown"
"33150",2020-02-07,"new york city","us","unknown"
"38274",2020-03-31,"new york city","us","unknown"
"45967",2020-05-11,"new york city","us","unknown"
"52803",2019-06-01,"new york city","us","unknown"
"31613",2020-02-24,"new york city (bronx)","us","unknown"
"49299",2020-05-25,"new york city (bronx)","us","unknown"
"88470",2020-09-07,"new york city (bronx)","us","unknown"
"22030",2019-12-22,"new york city (brooklyn)","us","unknown"
"50116",2020-05-30,"new york city (brooklyn)","us","unknown"
"54915",2020-06-15,"new york city (brooklyn)","us","unknown"
"55405",2020-06-17,"new york city (brooklyn)","us","unknown"
"55650",2020-06-18,"new york city (brooklyn)","us","unknown"
"723",2019-10-01,"new york city (manhattan)","us","unknown"
"4060",2020-10-02,"new york city (manhattan)","us","unknown"
"63880",2020-07-16,"new york city (manhattan)","us","unknown"
"81113",2020-09-11,"new york city (manhattan)","us","unknown"
"85339",2020-09-22,"new york city (manhattan)","","unknown"
"38633",2020-03-04,"new york city (queens)","us","unknown"
"46776",2020-05-13,"new york city (queens)","us","unknown"
"56170",2020-06-20,"new york city (queens)","us","unknown"
"49830",2020-05-28,"new york city (queens/whitestone)","us","unknown"
"11548",2020-11-18,"new york city (staten island)","us","unknown"
"34805",2020-03-14,"new york city/staten island (w/ new jersey)","","unknown"
"5872",2020-10-29,"newark","us","unknown"
"20116",2020-12-14,"newark","us","unknown"
"21031",2020-12-19,"newark","us","unknown"
"24908",2020-12-04,"newark","us","unknown"
"31412",2020-02-23,"newark","us","unknown"
"56408",2020-06-21,"newark","us","unknown"
"30346",2020-02-18,"newark/bear","","unknown"
"1836",2020-10-14,"newburgh","us","unknown"
"76101",2019-08-02,"newbury (canada)","","unknown"
"64844",2019-07-20,"newbury park","us","unknown"
"80518",2019-08-09,"newcastle","","unknown"
"62353",2020-07-13,"newcastle-upon-tyne (uk/england)","","unknown"
"76822",2019-08-24,"newcastle (australia)","au","unknown"
"48256",2020-05-20,"newcastle upon tyne (uk/england)","gb","unknown"
"24198",2020-12-31,"newfane","us","unknown"
"40725",2020-04-14,"newfields","us","unknown"
"59913",2020-06-05,"newington","us","unknown"
"52355",2019-06-01,"newnan","us","unknown"
"37642",2020-03-27,"newport","us","unknown"
"52610",2019-06-01,"newport","us","unknown"
"69842",2019-07-05,"newport","us","unknown"
"17465",2020-01-17,"newport beach","us","unknown"
"21245",2020-01-02,"newport beach","us","unknown"
"88601",2020-09-08,"newport news","us","unknown"
"77614",2019-08-27,"newquay (uk/england??)","gb","unknown"
"41994",2020-04-19,"newton","us","unknown"
"18605",2020-01-20,"newtown","us","unknown"
"65320",2020-07-21,"newtown","us","unknown"
